id,energy,liveness,tempo,speechiness,acousticness,instrumentalness,time_signature,danceability,key,duration_ms,loudness,valence,mode
49h0RYK3yzWkfbVyNJjJ01,0.574,0.12,84.984,0.0372,0.35,9.96e-05,4,0.535,2,273424,-6.865,0.445,0
7ueP5u2qkdZbIPN2YA6LR0,0.436,0.0964,119.051,0.0558,0.441,0.615,4,0.826,1,259093,-9.583,0.272,1
77NNZQSqzLNqh2A9JhLRkg,0.802,0.387,119.25,0.0392,0.25,0.0,4,0.491,4,248907,-7.106,0.472,1
5ghIJDpPoe3CfHMGu71E6T,0.912,0.106,116.761,0.0564,2.55e-05,0.000173,4,0.502,1,301920,-4.556,0.72,1
1IBk5PttmnPcGnysEwtiXi,0.756,0.268,120.574,0.0443,0.00296,0.00166,4,0.433,6,356960,-8.763,0.415,1
4lYemy3VZzRUrFALAu1jFG,0.471,0.118,121.04,0.0303,0.174,0.0,4,0.655,8,221200,-8.528,0.346,0
0ntQJM78wzOLVeCUAW7Y45,0.905,0.136,153.398,0.054,0.00172,0.0104,4,0.542,9,203347,-5.653,0.374,1
20B9NtA8clQJuTebpZWZvC,0.888,0.194,174.567,0.0331,0.000759,0.0,4,0.411,6,259960,-4.337,0.688,0
34KTEhpPjq6IAgQg2yzJAL,0.767,0.127,96.483,0.027,0.0021,0.00165,4,0.592,9,329733,-2.788,0.328,0
0c4IEciLCDdXEhhKxj4ThA,0.417,0.106,180.301,0.0718,0.127,0.00419,4,0.502,10,281040,-7.665,0.218,1
3ctoHckjyd13eBi2IDw2Ip,0.462,0.307,123.865,0.0779,0.00576,0.545,4,0.75,0,231800,-7.664,0.309,1
2nLtzopw4rPReszdYBJU6h,0.863,0.639,110.018,0.0381,0.0046,0.0,4,0.496,9,185587,-4.153,0.243,1
2KH16WveTQWT6KOG9Rg6e2,0.599,0.0873,108.873,0.0328,0.132,0.000311,4,0.817,0,245640,-9.249,0.548,0
3dOAXUx7I1qnzWzxdnsyB8,0.872,0.0997,166.3,0.068,0.00417,0.00975,4,0.356,2,193653,-7.837,0.607,1
07q6QTQXyPRCf7GbLakRPr,0.867,0.0883,157.902,0.0387,5.69e-05,0.000192,4,0.415,11,249987,-5.497,0.36,0
1u1DBObkLFscNCpRpXbYb9,0.941,0.108,125.138,0.0489,0.138,0.123,4,0.45,6,355267,-4.725,0.662,1
1FMm3wG5WOhi7js35KR7Ea,0.918,0.206,126.083,0.0682,0.00466,0.0,4,0.55,9,177827,-3.159,0.563,0
30uJNlHIjfDeE4vr8g9fpf,0.638,0.116,130.014,0.0336,0.249,0.0,4,0.728,5,193030,-6.455,0.872,0
0S0d7Qad5v7ZLQiAuwQxab,0.877,0.158,99.027,0.0279,0.00394,1.49e-05,4,0.544,11,233933,-4.923,0.533,0
4P5KoWXOxwuobLmHXLMobV,0.824,0.0916,120.125,0.0388,0.00016,0.00161,4,0.5,4,218920,-5.846,0.539,0
15rjQH7nTcTomKwfVMd4xl,0.812,0.102,135.68,0.0315,0.0219,0.00106,4,0.597,5,218400,-12.062,0.823,1
2gpffYGJGvhgqgA0Aw8wKi,0.941,0.249,189.961,0.0975,0.00691,1.35e-06,4,0.328,4,235893,-3.185,0.257,0
7qQnBfwXrw2tZNFG4Uf57N,0.887,0.186,122.528,0.0349,0.0665,0.000179,4,0.52,0,250627,-3.296,0.793,1
7GkM8M2EC8OJblOxQxAR7t,0.565,0.349,132.302,0.0385,0.175,0.0693,4,0.628,0,139160,-9.98,0.582,1
7tFiyTwD0nx5a1eklYtX2J,0.402,0.243,143.883,0.0536,0.288,0.0,4,0.392,0,354320,-9.961,0.228,0
7r45JFRfUkMjj5PHdAmRYk,0.628,0.0907,97.903,0.0257,0.247,0.000194,4,0.612,7,283733,-10.385,0.927,1
0gmbgwZ8iqyMPmXefof8Yf,0.764,0.099,172.094,0.033,0.00135,0.0,4,0.446,10,223840,-5.042,0.543,1
225xvV8r1yKMHErSWivnow,0.662,0.248,121.154,0.0333,0.165,0.0,4,0.383,2,298760,-5.162,0.138,1
0t7ttzoe3dV0mah4lBI2kx,0.632,0.121,118.649,0.031,0.484,0.0316,4,0.631,1,270853,-8.227,0.492,0
59WN2psjkt1tyaxjspN8fp,0.833,0.0327,88.785,0.304,0.0266,0.0,4,0.466,7,313573,-4.215,0.661,1
2DlHlPMa4M17kufBvI2lEN,0.934,0.132,127.288,0.12,0.000278,0.0015,4,0.419,7,210240,-3.908,0.286,0
1sn6iOK93jnp0Hn5BnNOXy,0.942,0.126,129.955,0.07,0.00092,8.88e-05,4,0.377,1,254973,-4.543,0.348,0
5eek2X5459T1HoYJk2CKXv,0.887,0.268,90.578,0.0624,0.000504,0.00111,4,0.581,4,199893,-3.659,0.724,0
2nO1DYEg1X5GHi8SSuNJQj,0.624,0.122,116.723,0.0329,0.0263,0.00223,4,0.488,9,210133,-8.357,0.308,1
25tMMC6E8dcqzgYiw09m9v,0.645,0.0385,115.289,0.267,0.587,0.0,4,0.631,9,377547,-12.023,0.588,1
5anCkDvJ17aznvK5TED5uo,0.916,0.126,118.004,0.0387,0.000297,0.0259,4,0.58,3,305907,-4.358,0.683,0
3FtZBq64Ju8ZcYHWMqrVWv,0.82,0.289,148.218,0.0302,0.078,0.0967,4,0.734,5,348812,-9.233,0.918,1
4Vn7TykT27PIygBiZjTR2s,0.508,0.0575,147.125,0.027,0.00574,0.000494,4,0.579,2,391376,-9.484,0.609,1
0kk5oYNOLh11TSqsVqIWyn,0.828,0.146,126.966,0.0762,0.105,0.0,4,0.675,11,230173,-3.871,0.539,0
32kgOw8wejH7zUhtXCM8DH,0.682,0.0504,108.736,0.0299,0.000894,0.00217,4,0.377,7,285133,-8.039,0.288,1
3asFGFY3uLjMDmML1p0tYm,0.931,0.425,112.548,0.062,0.0015,0.000142,4,0.339,5,242280,-3.425,0.467,0
1wnq9TwifJ9ipLUFsm8vKx,0.875,0.0715,151.986,0.0336,0.000139,3.28e-05,4,0.513,2,267680,-4.819,0.677,1
4ImIJRZNJhNQLLdUFSYJoS,0.896,0.102,90.009,0.056,0.000319,1.19e-05,4,0.649,10,278707,-2.704,0.924,0
2UREu1Y8CO4jXkbvqAtP7g,0.957,0.0789,134.992,0.0741,0.0431,0.0,4,0.64,8,178013,-2.336,0.692,1
4sjLcE0GQ6urc4iUXsUPe9,0.817,0.13,165.0,0.0852,0.0401,3.4e-05,4,0.293,8,347667,-5.432,0.145,1
2ZFxZ4QNiciMhvJV2GjKWL,0.676,0.0628,89.663,0.0277,0.0101,5.35e-06,4,0.63,2,139507,-9.19,0.901,1
0c9buzCUcKXCH7Aa4gpTAu,0.815,0.187,83.989,0.0475,0.0957,0.0,4,0.548,2,224533,-3.715,0.63,1
6XDdmCAuodZfXtEgJcxpS2,0.48,0.0955,171.773,0.0268,0.204,0.0462,4,0.538,7,187280,-9.863,0.834,1
3ebrniHtOzNWigJhEkWguR,0.961,0.964,176.343,0.128,9.44e-05,0.0619,4,0.239,8,267507,-6.695,0.182,1
305WCRhhS10XUcH6AEwZk6,0.953,0.152,105.046,0.0855,0.00148,0.000582,4,0.613,2,213800,-3.435,0.537,1
3MrRksHupTVEQ7YbA0FsZK,0.844,0.0608,117.652,0.058,0.0628,0.00084,4,0.536,6,310333,-6.918,0.185,0
7uiqqtFamY6GFmkpJ21yAo,0.871,0.143,146.812,0.072,0.00371,1.62e-06,4,0.279,4,270560,-7.599,0.618,1
2F8mhprAH20PKf32agtk1d,0.501,0.0953,120.36,0.0268,0.428,0.0,4,0.584,7,269387,-6.152,0.0833,1
67ZyR9O1xkr9p91Vmews3V,0.717,0.0727,105.78,0.0367,0.000336,0.00012,4,0.356,6,318040,-8.489,0.193,1
7oXRMDUzBPekkLRTJhSGvC,0.781,0.11,116.793,0.0364,0.00136,0.000735,4,0.516,8,235587,-4.004,0.897,0
3loGBu1iiLtaB6oDm0VkTT,0.86,0.388,127.788,0.0561,0.00272,0.0969,4,0.235,4,227296,-2.842,0.342,0
6qpN7PrkVsP3N3xO7WlCaw,0.862,0.359,104.56,0.0476,0.0204,0.0,4,0.488,0,257827,-7.595,0.706,1
66MTlHwUl24CzwRnx8nh7S,0.59,0.325,117.42,0.0436,0.293,0.17,4,0.395,10,297000,-14.027,0.145,1
5Pm9uuEL0q6aXSRT3161UP,0.989,0.0243,135.093,0.112,0.00252,0.0032,4,0.576,2,283400,-1.909,0.352,1
6J7cSyvSCnPwv3vqHchEfL,0.536,0.456,126.996,0.0279,0.112,0.0,4,0.584,10,243227,-8.158,0.44,1
6qZjm61s6u8Ead9sWxCDro,0.553,0.257,123.075,0.0397,0.562,0.157,4,0.598,9,211227,-6.742,0.533,0
4wzjNqjKAKDU82e8uMhzmr,0.932,0.127,92.956,0.0399,0.000665,0.0,4,0.545,7,192000,-2.189,0.464,0
6MbiVHE2xG242NuOgNIEYM,0.823,0.234,186.427,0.0695,0.00339,0.0,4,0.17,9,218360,-6.169,0.347,0
0QwZfbw26QeUoIy82Z2jYp,0.717,0.0818,93.584,0.0949,0.0382,7.61e-05,4,0.476,9,166267,-9.192,0.753,1
0EFEkt29P7Icr7dO4vN6yk,0.262,0.0896,104.5,0.105,0.652,0.000204,4,0.564,0,253960,-19.746,0.376,1
2DyHhPyCZgZzNXn1IrtsTu,0.934,0.137,138.162,0.0471,0.000312,0.00457,4,0.519,7,201867,-7.137,0.586,1
32rHadAy6b8xYgSq22C0r8,0.864,0.0956,102.997,0.0283,0.0212,0.0,4,0.7,7,297587,-3.629,0.887,1
4YJ4n7DsZhR5hrnsMfn6zV,0.409,0.0788,151.457,0.0368,0.287,0.0,4,0.446,0,313693,-14.817,0.295,1
6FFnRt7OMvz8yZQIDOxRfv,0.68,0.0945,128.739,0.0374,0.168,4.49e-05,4,0.761,4,271160,-11.792,0.926,1
530Nh8H6UdeIZmxf9y7NXl,0.665,0.0425,133.021,0.39,0.0482,1.4e-06,4,0.612,5,188840,-9.83,0.69,1
0GuQcX8wTe8bUZ72ZncR7m,0.787,0.0883,113.363,0.0581,0.00287,2.97e-05,4,0.433,8,239667,-6.747,0.562,1
3iWlbqAaoIR7H7gyO3a6rV,0.924,0.0831,162.128,0.135,0.000729,2.23e-06,4,0.212,7,348387,-3.349,0.244,0
1gVgkQFOKa8Wc1HYsJtPdH,0.134,0.113,91.893,0.0298,0.467,0.0,4,0.626,6,334107,-14.898,0.239,1
5tVA6TkbaAH9QMITTQRrNv,0.449,0.0613,84.383,0.0253,0.212,0.0,4,0.623,5,256000,-13.333,0.572,1
7A9r5ZkRVuBPzjzY2CGYfS,0.844,0.124,104.899,0.0327,0.000109,7.7e-05,4,0.373,7,303667,-4.332,0.377,1
7kF1iPJTj3VFJX9XokQ80F,0.974,0.0738,141.077,0.102,0.000266,0.0984,4,0.478,7,248307,-3.866,0.268,1
0MnI39P9Dze0PSUjetb8Va,0.731,0.162,117.022,0.0924,0.00108,0.0011,4,0.486,11,235520,-8.789,0.831,0
1AEYT6VxrxXPMoQUxsY0E4,0.896,0.189,184.981,0.117,0.000172,2.78e-06,4,0.492,4,285570,-5.819,0.534,0
50r8v0uwRlhlBiy3o39DIq,0.893,0.136,118.763,0.115,0.0468,0.000158,4,0.313,2,269773,-7.6,0.285,0
0LN0ASTtcGIbNTnjSHG6eO,0.849,0.106,169.937,0.0612,0.00985,0.0,4,0.497,9,261532,-5.352,0.72,1
34tr7aHsxhZ9RVTxQEAyYb,0.821,0.218,155.381,0.182,0.0004,0.00218,4,0.287,9,353880,-7.045,0.58,1
0nkzd3yNniB767zSDDdLZ3,0.939,0.491,159.932,0.0593,0.0425,0.0,4,0.434,4,209493,-2.983,0.569,0
6ZWn1MVUaBH2HNQobhMYeE,0.706,0.0703,94.263,0.0687,0.141,3.58e-05,4,0.299,2,204693,-5.421,0.247,1
1cAMXz9mnvrqyQLSG4KeeE,0.847,0.146,155.073,0.0279,0.00313,1.22e-05,4,0.522,3,340320,-5.888,0.482,1
2vX5WL7s6UdeQyweZEx7PP,0.785,0.0522,108.531,0.0471,0.0249,9.45e-06,4,0.629,5,211027,-10.761,0.869,1
4xanWVQIzdCf51mg8cd1cQ,0.905,0.0753,144.544,0.0812,1.37e-05,7.51e-06,4,0.36,4,267973,-3.808,0.309,0
2yBAPa9HZj3P2szSaaj4k1,0.515,0.883,95.125,0.024,0.0883,2.7e-05,4,0.554,6,346027,-8.534,0.432,1
02CpTZfwje8XMYvtO08i25,0.86,0.228,175.103,0.0533,0.00904,2.77e-05,4,0.373,11,214947,-4.869,0.482,0
6k48aZhCBak9GuabdbI9zd,0.301,0.128,112.458,0.0294,0.221,0.00236,4,0.588,0,278441,-14.979,0.19,1
12sYWro0wGQpq0rjE0lKcm,0.613,0.0711,105.11,0.0295,0.00463,0.000441,4,0.457,9,211373,-5.756,0.132,1
6FRwDxXsvSasw0y2eDArsz,0.481,0.118,115.078,0.0384,0.475,6.57e-05,4,0.684,2,250000,-12.59,0.784,1
6lq2Md99XWG4TnVNP9cNm0,0.886,0.0904,114.025,0.0498,0.000595,9.84e-05,4,0.557,11,262440,-4.196,0.17,0
0faXHILILebCGnJBPU6KJJ,0.964,0.106,167.024,0.0644,7.13e-05,0.0387,4,0.392,10,200547,-4.441,0.269,0
7lY8aoN3wUR3NY4nUwigPv,0.859,0.349,159.694,0.0934,0.0135,0.065,4,0.496,5,224133,-7.927,0.768,0
4Z4ZLBzCXSlHSCaxZ3WS7p,0.951,0.219,173.241,0.0924,0.00837,0.000225,4,0.225,0,233947,-4.654,0.471,1
2xxMCCFva1GRQAYl2rlrpM,0.896,0.362,103.365,0.0552,3.55e-05,0.0414,4,0.339,2,255573,-6.321,0.509,1
38bHLl4pznhxzRJLuw1OA7,0.73,0.146,137.134,0.0361,0.0149,0.0983,4,0.544,4,262160,-12.046,0.678,0
46aicChOlpCGTfTkqugprT,0.623,0.0955,129.03,0.0641,0.0962,0.0,4,0.738,8,286653,-7.221,0.351,1
0HFx7PLqzGxSfN59j3UHmR,0.68,0.109,114.025,0.0629,0.00906,0.0,4,0.775,0,207719,-5.508,0.656,0
6ydpPcCGhQ4Ox3H0ly0WcX,0.408,0.11,94.947,0.0388,0.679,3.92e-05,4,0.733,7,197854,-7.834,0.291,0
2RcanAJpudPNDkyIe9DzKS,0.395,0.0761,78.516,0.1,0.724,0.569,4,0.638,4,344347,-11.299,0.316,0
6KIwMyAbOoYMXl47BzxcUm,0.648,0.272,137.882,0.232,0.15,0.0,4,0.694,11,242960,-6.613,0.502,0
7fx8lcYH7GUdY3TBjmWiox,0.509,0.187,136.201,0.294,0.156,0.0,4,0.483,11,193827,-9.599,0.218,0
1Uhn6IapMZmaPigrV2DlUL,0.715,0.0684,111.962,0.0418,0.0276,9.93e-06,4,0.66,6,226766,-5.936,0.251,1
1A7QIlETJSCFXzyp3cSbak,0.705,0.126,136.024,0.126,0.0128,0.0,4,0.747,9,213520,-5.137,0.56,0
7seTcUFOhn5caSDbiSfsp0,0.572,0.585,139.982,0.0326,0.0262,0.0,4,0.706,8,214726,-5.799,0.574,0
75rDNLl8v6qVYHXGzfHv4c,0.638,0.103,128.804,0.244,0.746,0.0,4,0.663,1,240027,-4.505,0.517,1
40haq0tCJnn3RBW4kG6xid,0.464,0.0895,113.003,0.168,0.252,0.0,4,0.872,4,251989,-8.103,0.458,1
2PIvq1pGrUjY007X5y1UpM,0.382,0.0972,119.875,0.0304,0.391,0.0,3,0.66,2,252227,-5.919,0.436,0
56l2kgLlc4BB4IQKc0DByY,0.286,0.135,122.983,0.0295,0.564,0.209,3,0.686,9,308307,-9.603,0.283,0
7ioiB40H9xKs04QtIso2I3,0.52,0.0656,104.99,0.0376,0.000792,1.25e-05,4,0.83,0,189907,-8.714,0.735,1
5rX9fqEGsHnQeEEsc1Cc3J,0.53,0.236,97.007,0.0415,0.493,7.07e-05,4,0.807,7,220645,-4.236,0.429,0
0e2ID8ZA97qEPR0codEji9,0.84,0.522,120.048,0.0689,0.259,0.0,4,0.697,11,259007,-3.422,0.798,0
5t54WbqXtMwT5yF1nQSuKz,0.551,0.101,99.964,0.031,0.0125,0.229,4,0.688,10,202533,-5.496,0.264,0
6MOqNnQ7wBjKc0A9VwMHIt,0.578,0.107,187.935,0.239,0.0415,1.09e-05,4,0.658,8,210036,-6.31,0.734,0
1jQNuXoP9ppDtPbPqGibRA,0.719,0.0947,99.948,0.0347,0.00649,0.00115,4,0.753,1,202933,-5.125,0.579,0
3U4isOIWM3VvDubwSI3y7a,0.264,0.132,119.93,0.0322,0.922,0.0,4,0.422,8,269560,-7.064,0.331,1
34cfSgVKIPgX5j4LNqLG5q,0.538,0.152,132.088,0.165,0.293,9.96e-06,4,0.654,7,194000,-8.142,0.728,0
387d34iruAkp5VeT07TmJZ,0.665,0.366,92.01,0.199,0.00997,1.27e-06,4,0.413,6,277584,-5.329,0.237,1
7EcMaRZ5PeKgsF1PhpXUZf,0.87,0.493,139.841,0.0901,0.0151,0.00184,4,0.519,7,224739,-2.599,0.53,0
41Fflg7qHiVOD6dEPvsCzO,0.765,0.118,99.987,0.0882,0.063,7.04e-06,4,0.884,8,224573,-3.865,0.594,1
4RZMYKoQiDH27kh6UoIrI2,0.386,0.264,201.753,0.0893,0.0183,0.0,4,0.478,4,192653,-7.999,0.268,0
3U1TuSqHIubBA10cVP7Sk6,0.638,0.125,121.868,0.0505,0.137,0.0,3,0.632,7,202667,-6.731,0.574,1
36q3z7dDGe54AaTl3tdyp3,0.672,0.232,97.458,0.0423,0.07,0.0,4,0.73,10,226581,-5.678,0.72,0
4tMx1Own1neH4rG87LwZy9,0.637,0.109,143.932,0.0487,0.0479,2.21e-06,4,0.678,6,252667,-7.33,0.274,1
2stPxcgjdSImK7Gizl8ZUN,0.769,0.214,81.853,0.065,0.0331,0.0,4,0.308,11,254880,-7.256,0.488,0
7zLUZyE6sNuU5pMRieg3at,0.327,0.0845,94.527,0.0817,0.0537,0.0,4,0.75,1,241069,-10.723,0.216,0
1JmPASoql4lnXimD5ICqRP,0.729,0.383,86.032,0.0626,0.271,0.0,4,0.594,2,266294,-5.774,0.459,1
5wUUWVRvrciJqFitZF8R0P,0.541,0.102,119.499,0.0426,0.0102,0.0,4,0.643,2,311197,-5.801,0.165,1
3trS6e40JCVUOpPVt5OdHj,0.576,0.187,179.063,0.175,0.0543,4.07e-05,4,0.625,11,193147,-5.693,0.235,0
5Xe4fAuhqxQRSjTWNZLSqJ,0.455,0.142,82.717,0.0339,0.201,0.15,4,0.473,9,268973,-8.774,0.33,1
6qCklB4TuA68V3MPD4UFjv,0.683,0.142,116.991,0.0489,0.00563,0.0,4,0.807,5,227027,-5.912,0.801,0
2s7CLcyzct8XZX7DMd525z,0.631,0.123,126.848,0.0711,0.017,0.0,4,0.407,6,245867,-6.899,0.43,1
1Xsxp1SEOxuMzjrFZhtw8u,0.81,0.11,94.995,0.0378,0.0923,4.74e-05,4,0.674,7,196867,-5.117,0.391,0
2NEFFtD3i1rEiRxOrXqb8o,0.781,0.0661,106.077,0.312,0.0211,9.39e-05,4,0.703,1,231739,-4.485,0.485,0
6ufMt4gj8JCkFVXc16cAt2,0.871,0.293,120.873,0.191,0.0131,0.0,4,0.589,11,197355,-4.433,0.541,0
5zADFMwzqhUjWNKSHWO8gD,0.279,0.153,66.044,0.0392,0.87,0.0,4,0.47,7,210600,-8.499,0.144,1
3nw9J97nUugT84SIJdjhAV,0.638,0.0969,141.994,0.0405,0.0649,0.0,4,0.709,1,244133,-4.3,0.468,1
1lEPbd3Pf73s28zoem3IxX,0.667,0.0845,92.887,0.044,0.434,0.0,4,0.635,2,284684,-6.139,0.0837,1
5gc3tm8DSeibg84p0CebCZ,0.79,0.0898,120.0,0.136,0.00395,0.000201,4,0.837,1,252000,-4.229,0.675,1
3cRZ5kGCkR3w81phqkQEQA,0.499,0.145,131.578,0.291,0.629,0.0,4,0.479,0,245000,-7.737,0.313,1
6MCTFiVEptpgYjh4DdW3ck,0.17,0.0928,146.954,0.0324,0.921,2.88e-06,3,0.45,1,205704,-12.735,0.0904,1
57rdgySxXsi2mKGC2cAuIU,0.441,0.0934,105.971,0.0275,0.685,0.00148,4,0.672,1,252173,-10.297,0.473,0
1NsKadeL8hx5PO0e4jvAMg,0.587,0.0512,97.038,0.0918,0.222,0.0,4,0.758,7,254027,-7.147,0.726,0
231O3DltLcwtgIKoNbMkrt,0.287,0.0969,187.796,0.0829,0.915,0.0,4,0.578,4,213173,-13.642,0.735,0
1QUqzpmPpJspiDzGp5jw52,0.675,0.056,165.009,0.0841,0.0381,0.0,4,0.713,1,212369,-4.909,0.609,0
7wA4XiTQOWByeF6DGWoxkt,0.667,0.138,78.019,0.0346,0.0958,0.0,4,0.55,2,238653,-5.362,0.433,1
2XK0gPB8oQImEWZDP7ydSs,0.681,0.126,135.077,0.356,0.039,0.0,4,0.575,5,272027,-9.066,0.41,0
2L5E8nSrdHK1gjcnro9uC5,0.736,0.0911,175.183,0.134,0.0279,0.0,4,0.431,6,284307,-5.635,0.335,0
1w0PTcVoNhDKjHLjVEnyOG,0.66,0.109,80.982,0.0315,0.322,0.000263,4,0.605,10,239587,-5.847,0.889,1
1ins6WnuUxsmmFFg6uOYi9,0.712,0.47,134.776,0.0517,0.339,1.16e-05,3,0.382,11,370243,-4.598,0.412,0
5FahqUmF2xPV5e0mUEAlxK,0.546,0.111,142.081,0.0712,0.144,0.0,4,0.75,6,312230,-6.43,0.365,1
0UdRGHCSRvn85nN0IfHFmq,0.679,0.0898,107.961,0.0517,0.0473,0.0,4,0.654,8,240307,-5.46,0.592,1
79841Q43DJZuMZ8g3iosTq,0.531,0.17,95.05,0.0351,0.0195,0.0,4,0.68,10,212712,-8.824,0.398,0
5p50Y4YcBSjQYd481iVrzv,0.921,0.487,87.188,0.202,0.0257,3.21e-06,4,0.611,10,209293,-5.097,0.493,0
2oB4IBodnkYqPb8gtflWLA,0.636,0.0832,125.967,0.0346,0.0844,0.0,4,0.734,7,230293,-4.608,0.339,1
3Vo7i7cUEKBdCu4g0Refkh,0.575,0.0628,97.996,0.102,0.0869,0.0,4,0.853,1,198339,-6.269,0.538,0
2hjFqlQiYpoAvbggL5Ze3R,0.597,0.0853,77.032,0.03,0.0331,1.33e-06,4,0.615,5,193547,-6.342,0.825,1
5RlciRfZzBAlwZ1dyB93yF,0.454,0.0832,160.035,0.0794,0.0504,0.0338,4,0.673,1,251640,-6.799,0.523,1
6MhGq8IlmVQXpl6YYKZqYN,0.819,0.761,115.982,0.029,0.147,0.0,4,0.729,9,209453,-4.162,0.946,1
2nO3FiuI4b6G06DlhgKtJf,0.658,0.358,97.942,0.106,0.183,0.0,4,0.675,1,181224,-4.892,0.485,0
01bZIp0vgbIsJj3Dm3FY5F,0.715,0.238,121.931,0.0432,0.0768,0.0,4,0.417,7,246718,-4.243,0.456,0
3kSP9fBAKJdVvbFs8RwGuu,0.793,0.292,116.96,0.0634,0.21,0.000619,4,0.574,0,271653,-5.966,0.178,1
588wOkZ39hkJc5K19WJ1hS,0.73,0.12,97.149,0.0938,0.22,0.0,4,0.76,3,264153,-4.629,0.741,0
1xJFyWWr1ahej2b3SaQMta,0.71,0.108,151.783,0.229,0.0577,1.03e-06,4,0.511,5,207464,-6.631,0.572,0
2d2DEl2RVNBdlL7IA8vmv2,0.503,0.175,77.007,0.0917,0.0936,0.0,4,0.827,10,272809,-6.479,0.298,0
4U8cv19UvIVKkA4Lliv717,0.656,0.212,101.09,0.0883,0.135,0.0,4,0.716,9,183071,-7.867,0.424,1
61Qo4mqwXcZOHMAxzcFODf,0.547,0.102,173.832,0.21,0.0548,0.0,4,0.567,5,224907,-6.335,0.481,0
6HYCdRGM1eOClDWF1afRes,0.556,0.135,111.03,0.0311,0.0285,0.0,4,0.626,1,299973,-6.73,0.179,1
27VjWWCkPZ8OJkSUPxWjyi,0.48,0.159,80.051,0.0359,0.103,0.0,4,0.679,11,228533,-6.517,0.53,0
6ouuH5VIww6xlGmOHGAMvN,0.505,0.108,148.081,0.0843,0.418,0.0,4,0.564,6,213405,-7.037,0.241,0
141JmkNAbsMQ5ykSy1R8z8,0.615,0.111,79.992,0.0523,0.0295,2.35e-06,4,0.772,8,177044,-6.497,0.741,0
2GrdCnHVMh0DrkmMzFMJaN,0.773,0.107,82.823,0.136,0.0548,0.0,4,0.605,7,228333,-5.662,0.604,0
59QTrL9pDi6WWg8j6hfC1R,0.417,0.0691,159.818,0.031,0.425,1.87e-06,4,0.615,5,301347,-6.466,0.54,1
7j8d6QvMkILC6s5S9qcBOb,0.226,0.278,137.109,0.0763,0.853,4.67e-05,4,0.722,7,233070,-12.668,0.473,1
5FsUQjIUqjbldpGOaCeYe1,0.647,0.165,125.072,0.0357,0.174,0.0,4,0.685,10,247604,-8.784,0.596,1
3X1V4TKoHFUrlCiPtJqsEA,0.705,0.158,124.121,0.108,0.198,2.25e-06,4,0.493,10,269467,-6.427,0.367,0
5aQbtDFYhNhiMiSCCzCES2,0.72,0.0373,124.988,0.0642,0.0249,0.0,4,0.718,10,316973,-6.573,0.753,0
0D3HoEGHIH6LOP0B1tpybK,0.875,0.11,168.715,0.0831,0.00973,1.25e-05,4,0.382,2,282840,-6.615,0.685,0
7CObpZxO5bsmadAOPMsyGS,0.611,0.283,133.295,0.0505,0.315,0.0,4,0.42,1,251103,-7.696,0.354,0
2DwAj9LYTaI3NSXwPiXAY5,0.658,0.0935,139.946,0.0611,0.0184,0.000176,4,0.306,10,203440,-7.873,0.38,1
7vPk2M4rfczH2tXY4DyHYx,0.574,0.152,77.577,0.0853,0.291,5.04e-06,4,0.705,2,253439,-8.995,0.736,1
7hfoOYSmeFcV3sfvaJvDK3,0.756,0.252,97.008,0.0556,0.351,0.000343,4,0.666,6,221800,-6.754,0.431,0
6LlwJYoEmVFPWMXIGJxM9S,0.792,0.0471,114.03,0.122,0.32,0.0,4,0.787,8,244565,-5.053,0.863,0
4zwNvRu0Shp7F4OBbFruff,0.678,0.214,140.033,0.0532,0.324,3.74e-05,4,0.578,7,201879,-5.728,0.31,1
1A5R8GzhGuD7gZyNIO6FmR,0.766,0.125,142.035,0.0748,0.0137,1.08e-05,4,0.701,5,236492,-5.353,0.615,1
2XIxP8JZPR15RsV3owaDSE,0.664,0.105,122.77,0.0842,0.845,8.34e-06,3,0.487,0,227187,-7.007,0.221,1
4IzQ7t4RAA7gyzYEOFUgB3,0.743,0.385,91.149,0.258,0.231,0.0,4,0.708,9,220448,-4.127,0.632,0
4jRhf3Ut6qLfOudvcJjXJO,0.753,0.215,91.973,0.0532,0.077,0.0,4,0.63,4,180159,-6.301,0.568,1
5MehoPMJs4BDVvI6JyXG8K,0.628,0.109,191.76,0.226,0.107,0.000182,4,0.596,1,216373,-7.869,0.186,1
1PWvLLxp9rRptDIVSGK09Z,0.493,0.0852,122.281,0.043,0.0133,0.00125,4,0.825,5,235412,-5.216,0.694,0
5Rz5uX2qMaKXGsebhY6BJf,0.365,0.149,124.928,0.0854,0.385,0.0,4,0.677,4,271795,-9.25,0.53,1
2zpaRZbbVGpiJ2Zko3n9Kt,0.642,0.103,127.691,0.0952,0.0245,0.0,4,0.599,11,216955,-5.773,0.215,1
7Fj8XxQUekUiPfgwX8hIIW,0.284,0.138,100.003,0.124,0.4,1.39e-06,4,0.632,6,234990,-15.34,0.17,1
2ZCF6xZTjtwImIFPdZaN6j,0.75,0.203,83.878,0.263,0.139,0.0,4,0.624,1,253240,-7.229,0.774,0
25G5T7Yu4pkMya46S7qIAb,0.499,0.0988,126.931,0.0367,0.289,0.243,4,0.477,7,342352,-7.492,0.0628,1
4roZnsMm1JQLCnqigzX0cn,0.387,0.104,145.335,0.0606,0.37,6.68e-05,3,0.603,1,331240,-7.923,0.344,1
